Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
252880,0,0,107979,285306,0,21445,9800,0,0,26835,0,0,0,7416,0,86078,0,415656,293597,5912,44945,363457,12526,9525,425717,498495,453225,238176,0,91162,140408,0,63614,69953,111037,132905,683697,95946,29,824080,373490,0,735763,84935,7233,207101,105104,705492,2091113,321756,9528,2371,41558,0,106442,529120,51016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252880,0,0,108495,286917,0,21521,9800,0,0,28986,0,0,0,7431,0,86078,0,416754,294118,5954,44961,363457,12535,9526,425717,498495,454290,238176,0,91380,140902,0,64148,70208,112051,133470,730454,95991,29,828455,374950,0,735763,84983,7354,208593,105166,707098,2104894,322825,9675,2371,41636,0,107418,530216,51291
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252880,0,0,108965,288774,0,21611,9800,0,0,27121,0,0,0,7451,0,86880,0,417785,296420,5954,45148,363457,12568,9526,425717,498495,455280,253140,0,91784,141108,0,64639,70376,113448,133869,730454,96014,29,834389,377678,0,745376,85365,7385,209900,105352,710742,2125302,324102,9866,2390,42199,0,108616,531343,51386
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264621,0,0,109543,290548,0,21689,9800,0,0,27238,0,0,0,7460,0,87505,0,419043,297805,6018,45297,380673,12582,9526,425717,498495,456244,253140,0,92248,141239,0,64989,70759,114976,134742,730454,96026,29,841193,380167,0,757050,86332,7416,211845,105614,714067,2168762,326237,9988,2393,42338,0,109700,532793,51419
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264621,0,0,110104,292298,0,21766,9800,0,0,27398,0,0,0,7467,0,88126,0,420225,299106,6018,45451,380673,12588,9554,453740,498495,456849,253140,0,92497,141236,0,65349,71143,116518,135657,730454,96127,29,848058,382342,0,760471,86310,7453,213484,105821,716136,2184719,328315,10154,2396,42518,0,110698,534164,51525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
