nc101_code	D2_01	D2_02	D2_03	W12_01	W12_02	W12_03	w20_01	w20_02	w20_03	w20_04	w20_05
NC101_04043	47	10	2	23	143	36	215	81	355	179	36
NC101_04044	108	25	23	58	392	113	360	223	700	479	213
NC101_04045	102	21	15	51	431	142	238	131	485	378	121
NC101_04046	57	12	7	16	128	49	89	64	263	196	21
NC101_04047	105	34	15	107	365	104	350	190	626	489	147
NC101_04048	756	163	120	314	695	519	507	406	972	760	133
NC101_04049	66	43	16	56	197	88	212	145	520	345	116
NC101_04050	366	120	42	220	430	355	181	157	464	335	119
NC101_04051	75	27	8	54	427	79	207	158	428	389	231
NC101_04052	37	23	4	29	37	37	38	32	150	96	35
NC101_04053	25	9	2	6	40	19	24	18	37	35	43
NC101_04054	16	0	0	7	25	28	84	47	154	127	47
NC101_04055	7	7	7	42	71	35	28	14	71	43	101
NC101_04056	326	129	40	73	188	120	419	293	2006	771	173
NC101_04057	10	4	4	5	91	25	299	161	690	582	50
NC101_04058	168	25	19	109	196	178	180	131	513	318	46
NC101_04059	16	3	4	49	95	60	141	60	224	193	78
NC101_04060	41	11	5	6	16	26	5	9	11	7	59
NC101_04061	11	16	0	4	1	10	2	0	4	6	14
NC101_04062	1	0	0	1	0	3	2	0	1	1	39
NC101_04063	5	0	0	9	21	19	19	11	20	23	35
NC101_04064	10	3	1	4	37	18	19	9	30	22	103
NC101_04065	8	5	2	1	11	6	8	10	9	10	289
NC101_04066	46	16	11	35	150	55	129	63	129	106	227
NC101_04067	26	15	2	29	74	41	35	26	50	38	95
NC101_04068	192	38	32	45	424	109	1489	703	1452	1618	90
NC101_04069	79	17	6	13	253	58	1128	459	1097	1089	94
NC101_04070	68	9	0	21	230	60	1102	421	1187	1103	106
NC101_04071	129	36	19	69	629	127	2316	968	2414	2447	199
NC101_04072	96	78	9	108	45	65	23	15	35	28	23
NC101_04073	48	11	6	17	78	76	163	70	172	81	22
NC101_04074	31	9	2	14	61	41	117	52	86	86	16
NC101_04075	26	10	5	14	68	40	140	61	77	108	21
NC101_04076	19	16	0	10	54	39	98	48	45	62	5
NC101_04077	16	16	3	6	61	32	80	63	40	63	10
NC101_04078	43	13	5	25	139	129	213	114	75	139	40
NC101_04079	58	59	8	48	270	206	208	132	108	169	65
NC101_04080	55	19	5	37	130	86	140	103	192	142	51
NC101_04081	24	5	7	15	50	34	38	35	110	101	21
NC101_04082	252	78	63	247	365	394	754	668	1223	799	50
NC101_04083	175	66	38	199	345	263	397	314	609	481	24
NC101_04084	163	42	23	399	2945	1075	79	57	323	226	30
NC101_04085	16	4	0	4	38	41	9	14	32	18	16
NC101_04086	0	0	0	0	6	4	4	0	10	3	14
NC101_04087	1	0	0	0	2	1	0	0	2	9	8
NC101_04088	8	2	3	2	8	4	6	2	9	14	13
NC101_04089	1	0	0	4	12	2	14	10	28	12	20
NC101_04090	3	2	0	2	7	1	4	4	10	10	30
NC101_04091	79	32	9	43	262	124	307	205	404	371	297
NC101_04092	629	146	106	319	1312	641	1234	790	1941	1814	1737
NC101_04093	234	58	35	210	440	338	344	249	691	666	336
NC101_04094	307	147	58	254	1107	502	1741	1009	1998	1927	155
NC101_04095	6	0	0	2	15	2	27	9	45	24	5
NC101_04096	115	33	4	51	582	79	1449	703	1184	1213	497
NC101_04097	89	39	7	60	628	91	1358	642	1078	1301	443
NC101_04098	192	46	21	177	1109	274	1334	725	1336	1474	600
NC101_04099	454	93	59	272	957	437	819	568	1575	1294	383
NC101_04100	825	170	156	535	1454	797	1208	709	1766	1709	514
NC101_04101	113	18	8	34	397	89	636	286	608	727	360
NC101_04102	88	29	8	73	525	161	484	278	731	594	276
NC101_04103	15	2	0	9	80	10	38	18	80	62	59
NC101_04104	82	27	8	44	238	57	125	70	215	142	194
NC101_04105	56	14	8	32	261	66	157	76	330	220	441
NC101_04106	62	11	4	44	145	92	163	79	232	205	98
NC101_04107	97	18	24	39	293	82	343	188	563	524	288
NC101_04108	38	20	5	8	158	28	351	154	397	467	248
NC101_04109	32	8	2	14	121	34	291	98	311	313	443
NC101_04110	36	13	6	12	69	18	46	25	90	71	206
NC101_04111	31	2	4	25	98	43	146	57	265	243	61
NC101_04112	1890	332	199	595	2662	1407	2218	1681	3127	3459	205
NC101_04113	597	111	66	164	854	402	696	472	963	1008	49
NC101_04114	612	84	70	134	481	277	352	279	540	495	32
NC101_04115	838	172	96	159	508	413	357	305	577	525	10
NC101_04116	45	13	8	23	108	32	93	52	155	152	77
NC101_04117	77	36	18	59	94	72	55	43	163	148	45
NC101_04118	2	6	0	22	113	15	74	45	150	124	22
NC101_04119	630	316	179	737	957	594	296	268	994	624	89
NC101_04120	7	2	0	9	11	10	47	25	56	49	9
NC101_04121	146	54	16	95	594	175	1009	414	1448	1139	61
NC101_04122	17	12	7	6	115	21	210	75	222	209	41
NC101_04123	25	6	6	9	73	12	42	53	93	77	70
NC101_04124	145	19	23	43	193	90	265	169	589	402	16
NC101_04125	2608	349	193	516	4942	855	1345	803	3132	2611	443
NC101_04126	589	80	44	155	1423	256	597	274	1091	965	222
NC101_04127	23	11	1	21	115	40	51	40	146	135	256
NC101_04128	159	29	9	122	335	157	245	177	471	403	92
NC101_04129	5637	1015	880	2099	7051	3573	5543	4122	7837	6987	571
NC101_04130	2000	452	209	389	1329	736	1532	1021	2247	1898	418
NC101_04131	13	5	2	8	46	10	56	35	103	90	30
NC101_04132	38	11	1	16	124	31	140	91	273	180	229
NC101_04133	126	60	20	149	252	97	116	104	375	291	82
NC101_04135	176	36	11	59	205	102	146	86	122	128	86
NC101_04136	65	14	3	19	67	51	55	16	34	46	88
NC101_04137	21	4	0	7	36	6	71	28	73	85	81
NC101_04138	103	32	4	32	238	65	305	117	262	288	827
NC101_04139	27	9	8	28	66	34	111	48	80	68	209
NC101_04140	54	16	2	28	114	27	139	62	43	106	783
NC101_04141	240	90	45	107	533	130	489	246	232	339	1962
NC101_04142	299	64	37	95	420	120	355	179	154	253	2197
NC101_04143	154	34	27	56	164	70	134	70	107	114	441
NC101_04144	227	47	25	83	390	183	308	125	308	219	620
NC101_04145	1663	413	184	519	2521	886	2203	1144	1993	1866	6441
NC101_04146	47	14	6	11	76	37	77	27	58	68	356
NC101_04147	644	233	60	251	922	441	661	385	658	624	2483
NC101_04148	29	13	12	29	123	28	391	165	361	358	3936
NC101_04149	0	0	0	1	1	0	0	1	2	0	581
NC101_04150	7	2	3	14	43	18	94	47	146	148	486
NC101_04151	0	0	1	0	5	0	8	3	2	3	182
NC101_04152	134	54	17	119	327	169	185	120	301	302	879
NC101_04153	5	5	0	14	36	12	24	23	65	50	148
NC101_04154	474	180	25	50	35	36	152	33	74	50	157
NC101_04155	996	370	53	100	139	143	483	123	205	229	201
NC101_04156	610	218	39	86	93	85	296	80	86	96	136
NC101_04157	555	142	18	49	53	58	245	56	72	95	117
NC101_04158	491	141	15	50	63	59	160	71	92	109	111
NC101_04159	605	221	57	84	88	63	236	105	116	133	149
NC101_04160	402	122	21	47	67	54	174	81	108	122	90
NC101_04161	500	159	30	88	208	99	309	122	182	179	174
NC101_04162	3	4	1	7	20	6	18	8	34	15	82
NC101_04163	5	6	0	14	19	20	39	24	25	38	177
NC101_04164	10	0	0	1	21	1	11	9	9	10	19
NC101_04165	6	0	0	6	15	2	16	8	5	7	21
NC101_04166	9	8	0	16	75	23	27	10	40	19	24
NC101_04167	135	40	22	124	302	112	442	268	648	494	152
NC101_04168	120	26	25	52	224	140	208	127	378	286	101
NC101_04169	0	4	0	0	4	6	2	2	6	6	4
NC101_04170	19	4	5	0	5	10	35	9	16	14	20
NC101_04171	17	2	4	13	13	17	21	10	19	22	7
NC101_04172	1	0	2	2	2	1	6	3	6	4	6
NC101_04173	11	0	1	6	8	0	11	3	14	19	13
NC101_04174	1	2	0	5	6	5	7	0	6	9	17
NC101_04175	15	7	0	4	8	3	16	13	14	11	4
NC101_04176	46	18	5	7	71	22	66	15	47	65	29
NC101_04177	10	4	0	4	6	5	13	9	10	9	5
NC101_04178	26	10	0	3	9	4	41	15	15	24	18
NC101_04179	14	3	0	1	2	7	7	11	9	11	10
NC101_04180	10	7	0	0	12	6	1	8	6	13	3
NC101_04181	13	0	0	0	6	6	4	5	5	7	1
NC101_04182	20	5	0	2	7	6	20	13	4	19	13
NC101_04183	6	2	0	2	2	0	10	3	7	2	0
NC101_04184	11	0	0	0	4	2	12	11	4	4	0
NC101_04185	117	35	14	65	141	147	128	59	238	172	56
NC101_04186	16	2	2	4	24	6	33	18	34	31	57
NC101_04187	12	0	0	3	4	6	7	8	6	10	13
NC101_04188	0	0	0	0	1	0	9	1	6	0	0
NC101_04189	0	0	0	0	5	0	10	1	2	4	5
NC101_04190	5	0	0	7	0	7	7	6	14	20	13
NC101_04191	2	0	0	0	3	0	5	0	8	8	0
NC101_04192	1	0	0	2	4	2	7	2	2	2	4
NC101_04193	3	2	4	0	3	1	8	4	12	9	8
NC101_04194	2253	701	261	829	752	893	894	485	1007	803	86
NC101_04195	896	164	75	158	138	136	359	157	208	198	22
NC101_04196	508	86	26	71	48	64	201	106	118	113	14
NC101_04197	1567	269	109	249	259	279	707	305	475	443	101
NC101_04198	45	19	4	9	46	11	39	22	28	60	31
NC101_04199	25	5	2	21	44	31	40	28	92	54	16
NC101_04200	156	15	14	41	205	80	97	41	136	100	18
NC101_04201	6	3	0	15	33	12	31	17	25	38	10
NC101_04202	59	10	8	29	61	19	33	16	58	19	6
NC101_04203	1	0	3	4	10	8	8	4	9	4	3
NC101_04204	5	4	1	7	2	4	4	1	3	7	0
NC101_04205	9	0	0	0	2	9	5	0	0	4	2
NC101_04206	4	2	1	0	10	1	8	2	8	8	6
NC101_04207	15	6	0	1	10	0	5	5	14	13	2
NC101_04208	7	4	2	2	19	8	25	12	12	12	4
NC101_04209	260	26	28	58	252	129	145	66	254	214	20
NC101_04210	152	21	15	26	149	76	61	19	110	104	13
NC101_04211	16	4	0	4	4	6	3	1	10	2	2
NC101_04212	4	0	0	0	2	0	0	3	0	0	3
NC101_04213	6	1	3	6	16	3	22	8	22	14	11
NC101_04214	34	11	4	38	61	29	52	39	69	67	49
NC101_04215	104	25	5	31	46	61	31	6	27	29	24
NC101_04216	267	78	30	121	212	153	118	61	141	117	51
NC101_04217	28	8	8	40	33	36	36	16	50	41	35
NC101_04218	672	84	85	271	1889	508	479	291	537	470	104
NC101_04219	0	0	0	6	22	2	6	3	3	2	6
NC101_04220	10	0	3	11	48	8	14	5	4	5	25
NC101_04221	68	27	25	206	372	285	80	121	484	305	23
NC101_04222	109	50	18	260	343	283	60	80	326	229	16
NC101_04223	54	19	13	46	287	76	248	161	474	377	69
NC101_04224	58	7	5	36	147	36	102	99	192	182	41
NC101_04225	266	71	33	73	397	145	242	140	213	219	69
NC101_04226	43	18	4	43	762	100	221	132	180	342	112
NC101_04227	53	25	8	26	1323	85	182	172	266	469	113
NC101_04228	1849	193	233	643	11350	1748	1331	1445	2305	3327	487
NC101_04229	151	37	11	102	431	160	271	236	273	269	52
NC101_04230	12	2	4	12	122	39	40	34	54	35	139
NC101_04231	7	0	0	9	44	4	7	4	9	3	87
NC101_04232	4	0	1	6	66	10	16	8	10	16	83
NC101_04233	19	5	6	27	54	28	39	25	110	79	2157
NC101_04234	16	5	1	16	63	23	55	31	92	75	417
NC101_04235	16	3	5	10	66	28	64	53	143	143	1309
NC101_04236	1	0	1	3	6	0	18	6	20	16	160
NC101_04237	160	40	40	109	373	131	984	468	980	1214	3873
NC101_04238	2	2	0	4	37	14	9	5	20	19	267
NC101_04239	12	8	2	35	106	18	40	38	132	135	1321
NC101_04240	10	13	1	19	61	12	213	91	227	182	189
NC101_04241	19	9	0	2	52	13	20	17	109	38	136
NC101_04242	1	0	0	2	6	5	4	1	0	5	134
NC101_04243	3	2	0	4	7	3	1	0	1	3	148
NC101_04244	2	2	0	2	2	2	0	2	4	6	66
NC101_04245	0	0	0	0	5	1	2	0	1	0	37
NC101_04246	2	0	1	0	0	0	0	0	1	0	24
NC101_04247	0	0	0	0	2	2	2	2	1	2	49
NC101_04248	0	1	0	6	0	0	8	0	14	2	83
NC101_04249	0	0	0	0	7	3	0	6	2	0	66
NC101_04250	0	0	0	0	6	2	3	0	4	4	26
NC101_04251	0	0	0	0	11	2	3	0	9	1	26
NC101_04252	2	0	0	2	7	2	0	0	3	3	66
NC101_04253	2	0	0	0	6	0	0	1	2	0	23
NC101_04254	2	0	0	0	12	1	8	3	15	19	21
NC101_04255	3	0	0	3	22	3	15	8	20	11	40
NC101_04256	6	4	0	0	22	6	29	9	51	37	31
NC101_04257	5	2	0	3	13	1	15	6	28	19	80
NC101_04258	20	4	3	10	49	13	116	63	194	156	55
NC101_04259	4	1	0	4	11	0	8	3	21	17	48
NC101_04260	4	0	0	0	29	2	17	11	31	16	58
NC101_04261	4	0	0	1	2	4	11	0	9	6	31
NC101_04262	3	2	0	0	18	4	7	3	18	18	22
NC101_04263	13	7	2	19	28	5	8	7	32	8	27
NC101_04264	4	0	0	4	8	9	8	4	7	4	66
NC101_04265	0	0	0	0	0	0	3	0	0	0	14
NC101_04266	11	0	2	2	6	4	6	4	3	1	20
NC101_04267	17	8	1	9	18	8	7	12	23	21	57
NC101_04268	1	0	0	0	0	0	1	0	0	3	0
NC101_04269	2	4	0	3	19	15	8	3	18	10	34
NC101_04270	321	51	56	115	617	194	200	80	189	221	42
NC101_04271	1752	374	175	487	2158	607	746	395	664	666	149
NC101_04272	92	24	12	30	193	60	75	73	235	157	128
NC101_04273	13	8	3	4	42	15	36	20	46	40	69
NC101_04274	19	9	0	22	37	29	24	23	43	44	40
NC101_04275	2	2	0	4	31	6	20	10	29	37	44
NC101_04276	27	8	2	8	44	23	23	18	34	48	60
NC101_04277	25	15	0	17	100	35	128	39	208	133	51
NC101_04278	49	12	16	29	191	47	464	304	872	737	131
NC101_04279	10	3	0	9	157	17	76	21	50	38	44
NC101_04280	4	1	2	0	87	13	30	11	19	31	12
NC101_04281	42	14	10	18	513	93	140	54	117	139	72
NC101_04282	554	72	44	59	715	251	192	75	196	154	37
NC101_04283	108	26	4	16	389	122	111	44	74	74	21
NC101_04284	110	28	8	52	710	170	180	74	104	126	71
NC101_04285	620	139	87	223	2385	629	726	294	569	494	196
NC101_04286	22	16	4	13	23	16	420	317	1593	1108	89
NC101_04287	1	0	0	2	9	3	35	21	134	110	14
NC101_04288	15	7	4	5	43	13	150	137	713	513	88
NC101_04289	14	7	1	11	74	34	17	17	56	34	7
NC101_04290	5	0	0	1	30	15	15	12	40	18	17
NC101_04291	161	30	13	111	109	95	55	47	170	107	57
NC101_04292	99	17	21	55	325	128	245	157	443	330	98
NC101_04293	42	15	2	21	58	23	283	155	467	373	128
NC101_04294	37	7	11	12	55	20	20	23	61	35	68
NC101_04295	133	36	34	54	91	58	238	169	520	620	341
NC101_04296	53	23	5	28	130	44	46	60	140	120	1605
NC101_04297	8	4	2	6	34	19	100	36	130	144	291
NC101_04298	146	29	8	52	248	71	376	200	681	520	96
NC101_04299	98	43	8	66	545	149	784	512	1176	1086	2092
NC101_04300	95	30	15	64	310	116	78	77	216	158	82
NC101_04301	110	35	21	118	464	168	206	139	416	323	89
NC101_04302	29	10	4	10	177	32	229	164	566	312	126
NC101_04303	2	0	0	0	15	8	9	16	27	14	218
NC101_04304	4	0	2	4	20	8	13	11	45	18	95
NC101_04305	14	6	2	7	25	20	10	10	23	11	11
NC101_04306	2	0	4	3	13	9	3	0	9	7	23
NC101_04307	24	6	3	10	25	18	20	17	38	41	30
NC101_04308	2	2	1	8	13	7	16	14	25	23	59
NC101_04309	19	0	4	11	29	2	19	26	27	25	72
NC101_04310	9	5	0	5	23	8	13	11	46	7	73
NC101_04311	46	16	4	44	55	58	56	42	95	73	118
NC101_04312	43	4	2	25	138	36	162	159	521	430	85
NC101_04313	71	17	1	26	143	79	142	72	248	214	46
NC101_04314	96	25	5	41	343	84	375	200	532	438	98
NC101_04315	317	48	48	94	482	197	140	135	536	308	69
NC101_04316	80	40	18	16	22	19	77	36	202	246	105
NC101_04317	13	7	0	13	52	21	185	83	313	243	412
NC101_04318	92	45	21	102	328	139	412	260	816	733	419
NC101_04319	496	288	109	332	1092	374	1926	381	1720	1754	525
NC101_04320	6	6	0	14	38	14	108	45	149	132	244
NC101_04321	227	52	29	146	419	250	678	520	1289	1129	166
NC101_04322	23	0	4	9	91	73	102	88	235	159	40
NC101_04323	240	89	33	108	636	197	938	458	1198	1119	221
NC101_04324	346	77	41	117	173	126	157	109	310	229	19
NC101_04325	71	9	7	40	81	76	110	57	245	216	16
NC101_04326	36	10	6	18	150	102	544	142	590	81	27
NC101_04327	15	3	2	14	323	123	1309	288	1357	184	70
NC101_04328	2	0	0	2	161	45	661	139	703	63	30
NC101_04329	25	3	8	24	243	88	1336	343	1411	153	56
NC101_04330	9	3	1	5	161	41	690	155	517	83	37
NC101_04331	11	4	3	14	62	19	233	70	312	46	22
NC101_04332	18	5	1	15	48	19	25	25	61	43	7
NC101_04333	0	0	0	0	2	0	0	0	3	0	0
NC101_04334	14	4	0	5	25	15	24	11	38	28	7
NC101_04335	1	0	0	2	4	0	0	0	0	3	2
NC101_04336	0	0	0	0	0	0	11	0	7	11	0
NC101_04337	6	2	0	9	29	8	34	10	39	76	6
NC101_04338	538	134	85	313	1287	500	682	432	1430	1149	77
NC101_04339	204	49	21	32	341	105	82	70	183	133	104
NC101_04340	27	5	4	14	113	31	139	100	244	200	25
NC101_04341	19	9	0	13	69	13	106	38	126	99	80
NC101_04342	37	18	2	17	33	30	40	16	81	51	165
NC101_04343	7	0	0	0	2	3	5	1	15	8	159
NC101_04344	4	0	0	0	7	2	4	0	3	0	47
NC101_04345	0	0	0	0	0	1	0	2	9	1	151
NC101_04346	2	2	1	0	6	8	2	4	1	9	211
NC101_04347	0	0	0	0	0	6	4	2	6	3	147
NC101_04348	2	0	1	4	14	2	18	4	32	21	418
NC101_04349	40	6	6	23	206	49	101	49	112	79	421
NC101_04350	35	14	2	35	143	73	95	82	336	296	1052
NC101_04351	0	0	0	0	14	4	9	15	17	23	89
NC101_04352	1	2	0	4	19	4	24	16	29	33	25
NC101_04353	267	60	24	87	507	192	597	446	1097	895	188
NC101_04354	7	4	5	7	60	18	151	75	244	236	23
NC101_04355	30	5	2	8	42	18	214	246	1019	909	49
NC101_04356	44	7	11	10	37	23	558	507	2698	2337	56
NC101_04357	89	23	12	33	65	21	680	733	3035	2303	77
NC101_04358	3	2	0	7	57	9	28	18	46	50	35
NC101_04359	21	11	3	15	19	31	31	18	52	29	12
NC101_04360	9	6	6	22	31	15	35	24	57	45	20
NC101_04361	22	0	2	15	53	29	28	18	43	41	4
NC101_04362	32	9	6	15	55	27	27	15	83	45	6
NC101_04363	209	28	33	91	530	149	497	298	879	612	53
NC101_04364	38	10	12	28	228	49	538	270	540	757	61
NC101_04365	182	47	21	36	277	60	836	415	918	982	87
NC101_04366	10	2	4	14	26	10	38	34	46	63	22
NC101_04367	0	3	0	7	33	17	67	29	74	64	19
NC101_04368	2	0	0	3	1	0	3	2	10	4	7
NC101_04369	294	66	30	104	632	258	720	577	1443	1264	128
NC101_04370	52	6	6	35	171	36	225	110	375	331	43
NC101_04371	72	23	6	45	253	65	159	72	293	240	26
NC101_04372	83	27	4	49	349	61	340	179	437	399	88
NC101_04373	395	97	56	137	380	163	356	131	447	243	31
NC101_04374	37	10	5	23	127	38	112	73	274	156	93
NC101_04375	54	18	2	26	92	47	86	37	184	101	47
NC101_04376	146	31	26	76	581	117	695	537	2096	1355	444
NC101_04377	350	128	48	164	1008	328	3176	1479	2916	3442	435
NC101_04378	88	11	8	33	107	84	105	94	296	209	32
NC101_04379	10	8	0	17	52	26	57	38	104	81	29
NC101_04380	8	1	2	2	18	3	4	2	13	19	16
NC101_04381	6	0	0	3	18	8	5	5	7	12	6
NC101_04382	6	1	0	5	22	4	16	6	11	29	6
NC101_04383	15	2	3	15	30	18	27	12	41	25	14
NC101_04384	10	2	2	5	9	7	8	1	9	10	45
NC101_04385	6	2	0	4	31	22	14	17	26	21	8
NC101_04386	28	4	2	11	105	15	68	41	212	130	15
NC101_04387	93	32	14	102	202	99	91	68	280	144	48
NC101_04388	49	8	0	27	74	24	53	32	130	79	15
NC101_04389	44	10	9	21	115	26	60	65	131	123	49
NC101_04390	17	6	0	16	63	22	43	40	120	71	88
NC101_04391	19	2	0	7	22	16	19	15	63	46	60
NC101_04392	82	39	12	95	382	157	418	307	585	424	77
NC101_04393	19	10	4	20	103	42	131	120	264	186	84
NC101_04394	14	3	2	9	95	25	176	116	247	201	69
NC101_04395	4	0	0	1	5	2	3	7	12	11	90
NC101_04396	57	20	13	30	168	75	802	453	902	1055	199
NC101_04397	255	61	28	86	165	192	603	340	892	981	147
NC101_04398	320	45	46	98	187	236	732	401	1126	1208	242
NC101_04399	1315	293	186	343	692	885	2749	1726	3748	4390	951
NC101_04400	429	102	72	200	249	432	1044	609	1525	1510	293
NC101_04401	58	10	5	32	94	38	109	62	214	181	61
NC101_04402	1	0	0	0	3	0	1	0	7	2	29
NC101_04403	2	0	0	2	0	2	1	0	12	6	123
NC101_04404	6	0	2	0	20	3	13	12	33	9	15
NC101_04405	7	0	0	2	45	7	16	12	47	11	42
NC101_04406	6	1	2	0	56	3	21	20	45	7	38
NC101_04407	8	0	1	0	64	8	20	13	47	15	78
NC101_04408	10	3	2	4	42	6	24	17	43	29	34
NC101_04409	117	25	17	36	207	80	134	81	200	98	54
NC101_04410	45	7	1	16	94	25	63	32	102	55	44
NC101_04411	32	6	2	17	39	27	857	360	1499	1398	151
NC101_04412	30	25	3	35	26	72	24	17	60	34	25
NC101_04413	96	27	16	71	174	89	97	74	228	204	40
NC101_04414	145	26	10	64	423	124	528	212	454	508	64
NC101_04415	246	59	21	85	392	144	509	211	507	501	56
NC101_04416	1241	401	257	803	750	645	2663	1410	2645	3313	231
NC101_04417	72	23	11	54	202	97	163	78	236	233	29
NC101_04418	1	4	1	1	23	2	16	9	21	34	1
NC101_04419	268	66	23	159	717	219	377	223	603	640	60
NC101_04420	14	4	2	9	21	8	23	19	42	27	39
NC101_04421	9	6	0	6	30	7	35	10	41	25	41
NC101_04422	702	130	81	239	2331	391	1076	583	1685	1389	108
NC101_04423	34	7	4	14	91	30	68	40	100	63	16
NC101_04424	38	13	7	20	41	45	26	13	69	60	17
NC101_04425	1319	177	217	1148	1342	1348	92	229	440	578	25
NC101_04426	107	24	15	62	194	89	145	123	251	246	48
NC101_04427	58	32	10	30	188	53	152	88	242	203	136
NC101_04428	255	118	28	88	427	247	346	154	418	371	170
NC101_04429	64	75	5	38	173	106	130	71	153	100	82
NC101_04430	1226	184	170	434	1011	706	909	494	1451	919	75
NC101_04431	886	291	101	350	1095	487	1086	737	1942	1418	92
NC101_04432	22	5	5	26	72	22	96	42	144	123	22
NC101_04433	196	53	27	43	1041	84	649	340	977	1226	261
NC101_04434	103	22	20	30	478	64	264	146	478	526	148
NC101_04435	67	34	4	45	346	60	328	148	437	356	69
NC101_04436	81	21	12	40	373	65	260	112	421	273	85
NC101_04437	40	8	2	14	98	35	157	63	221	195	104
NC101_04438	5	5	0	5	88	22	79	29	126	148	22
NC101_04439	79	20	5	56	322	87	307	122	547	300	32
NC101_04440	12	5	0	6	86	34	82	44	143	112	11
NC101_04441	114	14	11	18	242	92	131	66	272	215	38
NC101_04442	0	0	0	1	6	0	1	0	8	4	74
NC101_04443	5	2	3	1	52	13	28	13	54	29	88
NC101_04444	18	5	2	6	46	10	8	1	18	13	90
NC101_04445	19	7	0	7	71	14	27	9	58	44	52
NC101_04446	8	9	0	15	39	17	17	7	31	26	87
NC101_04447	153	58	27	152	229	219	234	171	314	304	49
NC101_04448	2279	237	240	284	3513	977	791	624	1786	1662	141
NC101_04449	43	8	1	20	125	67	68	75	171	117	44
NC101_04450	6	0	1	2	27	7	11	6	19	31	36
NC101_04451	2741	288	302	468	1260	1262	589	374	1039	1081	76
NC101_04452	142	13	13	24	100	38	122	66	237	217	13
NC101_04453	50	2	2	14	53	24	61	34	76	43	59
NC101_04454	9	0	0	0	13	3	27	4	6	11	5
NC101_04455	35	4	4	32	58	40	9	20	39	17	13
NC101_04456	21	4	6	22	73	31	72	36	108	48	51
NC101_04457	5	0	0	2	23	11	11	3	18	11	7
NC101_04458	3	0	0	5	15	17	11	1	12	7	13
NC101_04459	36	5	1	14	68	40	66	38	77	91	35
NC101_04460	65	22	12	59	259	79	337	175	618	554	282
NC101_04461	249	42	15	100	518	217	453	517	864	894	534
NC101_04462	56	11	11	29	125	43	257	265	560	546	81
NC101_04463	35	3	10	28	65	33	545	964	1351	1513	122
NC101_04464	12	8	2	12	35	27	237	474	582	805	86
NC101_04465	59	15	4	16	109	60	426	923	1344	1748	118
NC101_04466	20	20	1	5	13	6	24	10	23	52	153
NC101_04467	24	9	4	8	103	13	28	10	21	36	126
NC101_04468	104	21	9	34	236	84	365	218	690	611	711
NC101_04469	129	65	29	121	184	156	1235	752	1794	2069	2087
NC101_04470	9	3	2	4	17	3	9	6	9	8	104
NC101_04471	12	10	0	11	39	15	25	9	49	43	227
NC101_04472	201	50	26	71	320	111	531	254	837	557	118
NC101_04473	152	25	20	44	156	60	270	127	313	280	41
NC101_04474	53	32	8	30	181	57	210	119	297	271	159
NC101_04475	89	24	14	64	333	104	373	137	588	463	302
NC101_04476	30	8	6	30	197	70	139	109	190	232	243
NC101_04478	68	13	11	42	121	68	169	107	268	229	34
NC101_04479	267	65	31	58	532	138	208	108	440	194	9
NC101_04480	12	3	2	17	45	29	26	27	80	71	15
NC101_04481	27	7	5	11	63	27	111	86	174	171	27
NC101_04482	1	1	0	1	8	1	14	10	17	23	16
NC101_04483	80	8	3	25	90	29	73	69	198	194	33
NC101_04484	47	13	9	17	131	48	94	131	219	217	74
NC101_04485	62	21	10	33	127	43	81	89	253	232	122
NC101_04486	26	12	0	25	124	53	144	88	250	199	70
NC101_04487	85	17	11	36	245	95	66	85	253	187	85
NC101_04488	4	6	0	4	32	18	107	32	154	120	17
NC101_04489	59	12	8	16	148	41	235	94	275	257	229
NC101_04490	80	12	10	37	404	79	575	372	721	774	263
NC101_04491	155	65	26	141	896	220	1028	607	1239	1291	240
NC101_04492	309	117	73	246	742	353	1083	643	1789	1385	308
NC101_04493	167	105	31	80	888	156	1411	739	1780	1636	3311
NC101_04494	54	7	6	38	232	74	319	159	463	370	415
NC101_04495	72	21	2	31	209	71	303	148	389	321	307
NC101_04496	25	8	5	18	123	37	256	142	335	285	367
NC101_04497	20	6	1	7	105	28	256	172	352	378	437
NC101_04498	17	6	5	4	99	25	189	107	245	247	394
NC101_04499	16	2	3	4	55	21	112	71	200	187	235
NC101_04500	6	0	2	2	38	14	71	38	98	77	127
NC101_04501	26	0	2	7	76	36	116	79	204	194	250
NC101_04502	32	15	1	13	106	45	126	81	242	164	277
NC101_04503	16	7	4	9	78	13	100	53	129	129	162
NC101_04504	18	4	2	15	78	16	108	63	176	174	334
NC101_04505	57	5	6	39	91	61	118	64	240	159	218
NC101_04506	206	99	42	159	202	161	102	89	404	168	297
NC101_04511	34	8	9	23	105	66	109	56	189	196	32
NC101_04512	8	0	3	4	17	10	26	5	31	30	33
NC101_04513	20	4	0	22	98	29	79	67	214	151	25
NC101_04514	108	35	20	54	437	135	447	222	763	619	224
NC101_04515	73	23	8	45	428	115	389	234	592	562	208
NC101_04516	70	13	2	29	224	67	194	147	325	303	104
NC101_04517	131	40	18	86	429	130	316	260	606	533	145
NC101_04518	345	109	50	229	1226	347	1144	846	2200	2030	1057
NC101_04519	21	9	2	9	81	26	114	46	230	103	65
NC101_04520	5	10	1	3	34	14	17	9	38	32	263
NC101_04521	24	6	3	17	57	26	38	31	82	65	218
